parameter_name,parameter_value,replica,seed,success,physical_time,biased_time,acceleration_factor,integration_steps,n_deposited_gaussians,W,sigma
sigma,0.006575309562975993,5,2619352777,True,1.9851143395482358,1.745,1.1376013407153214,1745,87,0.3,0.006575309562975993
sigma,0.006575309562975993,6,846380311,True,6.836797230758952,4.8180000000000005,1.4190114634202888,4818,240,0.3,0.006575309562975993
sigma,0.006575309562975993,7,3364024096,True,4.107707577392758,3.282,1.2515867085291768,3282,164,0.3,0.006575309562975993
sigma,0.006575309562975993,8,887328010,True,0.957633144462699,0.891,1.0747846739199765,891,44,0.3,0.006575309562975993
sigma,0.006575309562975993,9,1239068649,True,5.121815574974687,3.801,1.347491600887842,3801,190,0.3,0.006575309562975993
sigma,0.009251828702516217,0,4045861793,True,3.546113877607255,2.827,1.2543734975618164,2827,141,0.3,0.009251828702516217
sigma,0.009251828702516217,1,4030430919,True,1.4039165833638352,1.207,1.163145470889673,1207,60,0.3,0.009251828702516217
sigma,0.009251828702516217,2,267156790,True,3.6861476876987624,2.935,1.2559276619075852,2935,146,0.3,0.009251828702516217
sigma,0.009251828702516217,3,2111729072,True,0.6375420299942474,0.598,1.0661237959770022,598,29,0.3,0.009251828702516217
sigma,0.009251828702516217,4,3119841622,True,1.0057746828479432,0.884,1.137754166117583,884,44,0.3,0.009251828702516217
sigma,0.009251828702516217,5,746698209,True,2.50819714432911,1.94,1.2928851259428402,1940,96,0.3,0.009251828702516217
sigma,0.009251828702516217,6,3167919942,True,0.780705868608568,0.706,1.1058156779158188,706,35,0.3,0.009251828702516217
sigma,0.009251828702516217,7,2085002984,True,1.411165631070207,1.218,1.1585924721430272,1218,60,0.3,0.009251828702516217
sigma,0.009251828702516217,8,2523793799,True,4.026919389688074,2.952,1.364132584582681,2952,147,0.3,0.009251828702516217
sigma,0.009251828702516217,9,4087141007,True,0.3081247100368765,0.299,1.0305174248724969,299,14,0.3,0.009251828702516217
sigma,0.013017840988457116,0,3084322725,True,2.511179808104274,1.8860000000000001,1.331484521794419,1886,94,0.3,0.013017840988457116
sigma,0.013017840988457116,1,1716238656,True,1.800210657227793,1.435,1.2545022001587407,1435,71,0.3,0.013017840988457116
sigma,0.013017840988457116,2,2065822569,True,22.960434391178836,8.114,2.829730637315607,8114,405,0.3,0.013017840988457116
sigma,0.013017840988457116,3,880576928,True,4.7040696355343306,3.09,1.5223526328590067,3090,154,0.3,0.013017840988457116
sigma,0.013017840988457116,4,456711099,True,4.520588098943271,3.072,1.4715456051247628,3072,153,0.3,0.013017840988457116
