dimension,epsilon,delta_t,seed,escaped,escape_index,target_hit,outer_hit,escape_time,attempted_steps,rejected_steps
3,0.12095786215188022,0.00029261608832706516,1806585254,True,1,False,True,0.26822034374279935,917,15
3,0.12095786215188022,0.00029261608832706516,2832802075,True,0,True,False,0.0018044007911023497,7,0
3,0.12095786215188022,0.00029261608832706516,2784545167,True,1,False,True,0.07396254013867255,253,3
3,0.12095786215188022,0.00029261608832706516,1404701437,True,1,False,True,0.08590373340420339,294,0
3,0.12095786215188022,0.00029261608832706516,85297501,True,1,False,True,0.1606304754686729,549,2
3,0.12095786215188022,0.00029261608832706516,588374568,True,1,False,True,0.055109678851082214,189,0
3,0.12095786215188022,0.00029261608832706516,2566611908,True,0,True,False,0.0034994890991798117,12,0
3,0.12095786215188022,0.00029261608832706516,684059055,True,0,True,False,0.0008013965093986078,3,0
3,0.12095786215188022,0.00029261608832706516,1997275305,True,1,False,True,0.20106262689846013,688,7
3,0.12095786215188022,0.00029261608832706516,4169291349,True,1,False,True,0.07083824840819819,243,10
3,0.12095786215188022,0.00029261608832706516,563799425,True,1,False,True,0.09527952485148289,326,0
3,0.12095786215188022,0.00029261608832706516,2903141167,True,0,True,False,0.020084571657963717,69,0
3,0.12095786215188022,0.00029261608832706516,1579300691,True,1,False,True,0.11777306283341703,403,3
3,0.12095786215188022,0.00029261608832706516,2660202182,True,1,False,True,0.2228177316531494,762,27
3,0.12095786215188022,0.00029261608832706516,3834343951,True,1,False,True,0.11829044209501051,405,18
3,0.12095786215188022,0.00029261608832706516,3933894534,True,1,False,True,0.1115076379891373,382,1
3,0.12095786215188022,0.00029261608832706516,1794203395,True,1,False,True,0.17190667435077628,588,11
3,0.12095786215188022,0.00029261608832706516,722836956,True,1,False,True,0.17631605428756328,603,13
3,0.12095786215188022,0.00029261608832706516,1610728196,True,1,False,True,0.186792217579619,639,11
3,0.12095786215188022,0.00029261608832706516,678530095,True,0,True,False,0.061277557333238954,210,2
3,0.12095786215188022,0.00029261608832706516,1838563829,True,0,True,False,0.004651081839551924,16,0
3,0.12095786215188022,0.00029261608832706516,3482798262,True,1,False,True,0.08004869744684615,274,0
3,0.12095786215188022,0.00029261608832706516,497887401,True,1,False,True,0.10469032800425042,358,5
3,0.12095786215188022,0.00029261608832706516,2022760887,True,0,True,False,0.0095696623170909,33,0
3,0.12095786215188022,0.00029261608832706516,4049513709,True,1,False,True,0.3335082364778419,1140,48
3,0.12095786215188022,0.00029261608832706516,2621922619,True,1,False,True,0.2730837224167757,934,6
3,0.12095786215188022,0.00029261608832706516,3010292393,True,1,False,True,0.112621067869116,385,0
3,0.12095786215188022,0.00029261608832706516,128517010,True,1,False,True,0.07475651047543008,256,0
3,0.12095786215188022,0.00029261608832706516,477725169,True,0,True,False,0.002641412155973228,10,0
3,0.12095786215188022,0.00029261608832706516,3887259182,True,1,False,True,0.573153113957846,1959,39
3,0.12095786215188022,0.00029261608832706516,3086780518,True,1,False,True,0.13819406639221057,473,10
3,0.12095786215188022,0.00029261608832706516,1256793293,True,1,False,True,0.0838509150388038,287,0
3,0.12095786215188022,0.00029261608832706516,2453520331,True,0,True,False,0.01433371437137006,49,0
3,0.12095786215188022,0.00029261608832706516,3338042152,True,0,True,False,0.0008123325963899199,3,0
3,0.12095786215188022,0.00029261608832706516,1483407437,True,1,False,True,0.13472551253645287,461,37
3,0.12095786215188022,0.00029261608832706516,945900406,True,1,False,True,0.08139172651775581,279,9
3,0.12095786215188022,0.00029261608832706516,2855283789,True,1,False,True,0.16769021087721603,574,10
3,0.12095786215188022,0.00029261608832706516,3262286596,True,1,False,True,0.12139733183396242,415,8
3,0.12095786215188022,0.00029261608832706516,797568579,True,1,False,True,0.20379932693789982,697,6
3,0.12095786215188022,0.00029261608832706516,274194501,True,1,False,True,0.28456673292309015,973,6
